no,ocean_proximity
10282,<1h_ocean
10283,<1h_ocean
10284,<1h_ocean
10285,<1h_ocean
10286,<1h_ocean
10287,<1h_ocean
10288,<1h_ocean
10289,<1h_ocean
10290,<1h_ocean
10291,<1h_ocean
10292,<1h_ocean
10293,<1h_ocean
10294,<1h_ocean
10295,<1h_ocean
10296,<1h_ocean
10297,<1h_ocean
10298,<1h_ocean
10299,<1h_ocean
10300,<1h_ocean
10301,<1h_ocean
10302,<1h_ocean
10303,<1h_ocean
10304,<1h_ocean
10305,<1h_ocean
10306,<1h_ocean
10307,<1h_ocean
10308,<1h_ocean
10309,<1h_ocean
10310,<1h_ocean
10311,<1h_ocean
10312,<1h_ocean
10313,<1h_ocean
10314,near_ocean
10315,near_ocean
10316,near_ocean
10317,near_ocean
10318,near_ocean
10319,near_ocean
10320,near_ocean
10321,near_ocean
10322,near_ocean
10323,near_ocean
10324,near_ocean
10325,near_ocean
10326,near_ocean
10327,near_ocean
10328,near_ocean
10329,near_ocean
10330,near_ocean
10331,near_ocean
10332,near_ocean
10333,near_ocean
10334,near_ocean
10335,near_ocean
10336,near_ocean
10337,near_ocean
10338,near_ocean
10339,near_ocean
10340,near_ocean
10341,near_ocean
10342,near_ocean
10343,<1h_ocean
10344,<1h_ocean
10345,<1h_ocean
10346,<1h_ocean
10347,<1h_ocean
10348,<1h_ocean
10349,<1h_ocean
10350,<1h_ocean
10351,<1h_ocean
10352,<1h_ocean
10353,<1h_ocean
10354,<1h_ocean
10355,near_ocean
10356,<1h_ocean
10357,<1h_ocean
10358,near_ocean
10359,<1h_ocean
10360,<1h_ocean
10361,<1h_ocean
10362,<1h_ocean
10363,<1h_ocean
10364,<1h_ocean
10365,<1h_ocean
10366,<1h_ocean
10367,<1h_ocean
10368,<1h_ocean
10369,<1h_ocean
10370,<1h_ocean
10371,<1h_ocean
10372,<1h_ocean
10373,<1h_ocean
10374,<1h_ocean
10375,<1h_ocean
10376,<1h_ocean
10377,<1h_ocean
10378,<1h_ocean
10379,<1h_ocean
10380,<1h_ocean
10381,<1h_ocean
10382,<1h_ocean
10383,<1h_ocean
10384,<1h_ocean
10385,<1h_ocean
10386,<1h_ocean
10387,<1h_ocean
10388,<1h_ocean
10389,<1h_ocean
10390,<1h_ocean
10391,<1h_ocean
10392,<1h_ocean
10393,<1h_ocean
10394,<1h_ocean
10395,<1h_ocean
10396,<1h_ocean
10397,<1h_ocean
10398,<1h_ocean
10399,<1h_ocean
10400,<1h_ocean
10401,<1h_ocean
10402,<1h_ocean
10403,<1h_ocean
10404,<1h_ocean
10405,<1h_ocean
10406,<1h_ocean
10407,<1h_ocean
10408,<1h_ocean
10409,<1h_ocean
10410,<1h_ocean
10411,<1h_ocean
10412,<1h_ocean
10413,<1h_ocean
10414,<1h_ocean
10415,<1h_ocean
10416,<1h_ocean
10417,<1h_ocean
10418,<1h_ocean
10419,<1h_ocean
10420,<1h_ocean
10421,<1h_ocean
10422,<1h_ocean
10423,<1h_ocean
10424,<1h_ocean
10425,<1h_ocean
10426,<1h_ocean
10427,<1h_ocean
10428,<1h_ocean
10429,<1h_ocean
10430,<1h_ocean
10431,<1h_ocean
10432,<1h_ocean
10433,<1h_ocean
10434,<1h_ocean
10435,<1h_ocean
10436,<1h_ocean
10437,<1h_ocean
10438,<1h_ocean
10439,<1h_ocean
10440,<1h_ocean
10441,<1h_ocean
10442,<1h_ocean
10443,<1h_ocean
10444,<1h_ocean
10445,<1h_ocean
10446,<1h_ocean
10447,<1h_ocean
10448,<1h_ocean
10449,<1h_ocean
10450,<1h_ocean
10451,<1h_ocean
10452,<1h_ocean
10453,<1h_ocean
10454,<1h_ocean
10455,<1h_ocean
10456,<1h_ocean
10457,<1h_ocean
10458,<1h_ocean
10459,<1h_ocean
10460,<1h_ocean
10461,<1h_ocean
10462,<1h_ocean
10463,<1h_ocean
10464,<1h_ocean
10465,<1h_ocean
10466,<1h_ocean
10467,<1h_ocean
10468,<1h_ocean
10469,<1h_ocean
10470,<1h_ocean
10471,<1h_ocean
10472,<1h_ocean
10473,<1h_ocean
10474,<1h_ocean
10475,<1h_ocean
10476,<1h_ocean
10477,<1h_ocean
10478,<1h_ocean
10479,<1h_ocean
10480,<1h_ocean
10481,<1h_ocean
10482,<1h_ocean
10483,<1h_ocean
10484,<1h_ocean
10485,<1h_ocean
10486,<1h_ocean
10487,<1h_ocean
10488,<1h_ocean
10489,<1h_ocean
10490,<1h_ocean
10491,<1h_ocean
10492,<1h_ocean
10493,<1h_ocean
10494,<1h_ocean
10495,<1h_ocean
10496,<1h_ocean
10497,<1h_ocean
10498,<1h_ocean
10499,<1h_ocean
10500,<1h_ocean
10501,<1h_ocean
10502,<1h_ocean
10503,<1h_ocean
10504,<1h_ocean
10505,<1h_ocean
10506,<1h_ocean
10507,<1h_ocean
10508,<1h_ocean
10509,<1h_ocean
10510,<1h_ocean
10511,<1h_ocean
10512,<1h_ocean
10513,<1h_ocean
10514,<1h_ocean
10515,<1h_ocean
10516,<1h_ocean
10517,<1h_ocean
10518,<1h_ocean
10519,<1h_ocean
10520,<1h_ocean
10521,<1h_ocean
10522,<1h_ocean
10523,<1h_ocean
10524,<1h_ocean
10525,<1h_ocean
10526,<1h_ocean
10527,<1h_ocean
10528,<1h_ocean
10529,<1h_ocean
10530,<1h_ocean
10531,<1h_ocean
10532,<1h_ocean
10533,<1h_ocean
10534,<1h_ocean
10535,<1h_ocean
10536,<1h_ocean
10537,<1h_ocean
10538,<1h_ocean
10539,<1h_ocean
10540,<1h_ocean
10541,<1h_ocean
10542,<1h_ocean
10543,<1h_ocean
10544,<1h_ocean
10545,<1h_ocean
10546,<1h_ocean
10547,<1h_ocean
10548,<1h_ocean
10549,<1h_ocean
10550,<1h_ocean
10551,<1h_ocean
10552,<1h_ocean
10553,<1h_ocean
10554,<1h_ocean
10555,<1h_ocean
10556,<1h_ocean
10557,<1h_ocean
10558,<1h_ocean
10559,<1h_ocean
10560,<1h_ocean
10561,<1h_ocean
10562,<1h_ocean
10563,<1h_ocean
10564,<1h_ocean
10565,<1h_ocean
10566,<1h_ocean
10567,<1h_ocean
10568,<1h_ocean
10569,<1h_ocean
10570,<1h_ocean
10571,<1h_ocean
10572,<1h_ocean
10573,<1h_ocean
10574,<1h_ocean
10575,<1h_ocean
10576,<1h_ocean
10577,<1h_ocean
10578,<1h_ocean
10579,<1h_ocean
10580,<1h_ocean
10581,<1h_ocean
10582,<1h_ocean
10583,<1h_ocean
10584,<1h_ocean
10585,<1h_ocean
10586,<1h_ocean
10587,<1h_ocean
10588,<1h_ocean
10589,<1h_ocean
10590,<1h_ocean
10591,<1h_ocean
10592,<1h_ocean
10593,<1h_ocean
10594,<1h_ocean
10595,<1h_ocean
10596,<1h_ocean
10597,<1h_ocean
10598,<1h_ocean
10599,<1h_ocean
10600,<1h_ocean
10601,<1h_ocean
10602,<1h_ocean
10603,<1h_ocean
10604,<1h_ocean
10605,<1h_ocean
10606,<1h_ocean
10607,<1h_ocean
10608,<1h_ocean
10609,<1h_ocean
10610,<1h_ocean
10611,<1h_ocean
10612,<1h_ocean
10613,<1h_ocean
10614,<1h_ocean
10615,<1h_ocean
10616,<1h_ocean
10617,<1h_ocean
10618,<1h_ocean
10619,<1h_ocean
10620,<1h_ocean
10621,<1h_ocean
10622,<1h_ocean
10623,<1h_ocean
10624,<1h_ocean
10625,<1h_ocean
10626,<1h_ocean
10627,<1h_ocean
10628,<1h_ocean
10629,<1h_ocean
10630,<1h_ocean
10631,<1h_ocean
10632,<1h_ocean
10633,near_ocean
10634,<1h_ocean
10635,<1h_ocean
10636,<1h_ocean
10637,<1h_ocean
10638,<1h_ocean
10639,<1h_ocean
10640,<1h_ocean
10641,<1h_ocean
10642,<1h_ocean
10643,<1h_ocean
10644,<1h_ocean
10645,<1h_ocean
10646,<1h_ocean
10647,<1h_ocean
10648,<1h_ocean
10649,<1h_ocean
10650,<1h_ocean
10651,<1h_ocean
10652,<1h_ocean
10653,<1h_ocean
10654,<1h_ocean
10655,<1h_ocean
10656,<1h_ocean
10657,<1h_ocean
10658,<1h_ocean
10659,<1h_ocean
10660,<1h_ocean
10661,<1h_ocean
10662,<1h_ocean
10663,<1h_ocean
10664,<1h_ocean
10665,<1h_ocean
10666,<1h_ocean
10667,<1h_ocean
10668,<1h_ocean
10669,<1h_ocean
10670,<1h_ocean
10671,<1h_ocean
10672,<1h_ocean
10673,<1h_ocean
10674,<1h_ocean
10675,<1h_ocean
10676,<1h_ocean
10677,<1h_ocean
10678,<1h_ocean
10679,<1h_ocean
10680,<1h_ocean
10681,<1h_ocean
10682,<1h_ocean
10683,<1h_ocean
10684,<1h_ocean
10685,<1h_ocean
10686,<1h_ocean
10687,<1h_ocean
10688,<1h_ocean
10689,<1h_ocean
10690,<1h_ocean
10691,<1h_ocean
10692,<1h_ocean
10693,<1h_ocean
10694,<1h_ocean
10695,near_ocean
10696,<1h_ocean
10697,<1h_ocean
10698,<1h_ocean
10699,<1h_ocean
10700,<1h_ocean
10701,<1h_ocean
10702,<1h_ocean
10703,<1h_ocean
10704,<1h_ocean
10705,<1h_ocean
10706,<1h_ocean
10707,<1h_ocean
10708,<1h_ocean
10709,<1h_ocean
10710,<1h_ocean
10711,<1h_ocean
10712,<1h_ocean
10713,<1h_ocean
10714,<1h_ocean
10715,<1h_ocean
10716,<1h_ocean
10717,<1h_ocean
10718,<1h_ocean
10719,<1h_ocean
10720,<1h_ocean
10721,<1h_ocean
10722,<1h_ocean
10723,<1h_ocean
10724,<1h_ocean
10725,<1h_ocean
10726,<1h_ocean
10727,<1h_ocean
10728,<1h_ocean
10729,<1h_ocean
10730,<1h_ocean
10731,<1h_ocean
10732,<1h_ocean
10733,<1h_ocean
10734,<1h_ocean
10735,<1h_ocean
10736,<1h_ocean
10737,<1h_ocean
10738,<1h_ocean
10739,<1h_ocean
10740,<1h_ocean
10741,<1h_ocean
10742,<1h_ocean
10743,<1h_ocean
10744,<1h_ocean
10745,<1h_ocean
10746,<1h_ocean
10747,<1h_ocean
10748,<1h_ocean
10749,<1h_ocean
10750,<1h_ocean
10751,<1h_ocean
10752,<1h_ocean
10753,<1h_ocean
10754,<1h_ocean
10755,<1h_ocean
10756,<1h_ocean
10757,<1h_ocean
10758,<1h_ocean
10759,<1h_ocean
10760,<1h_ocean
10761,<1h_ocean
10762,<1h_ocean
10763,<1h_ocean
10764,<1h_ocean
10765,<1h_ocean
10766,<1h_ocean
10767,<1h_ocean
10768,<1h_ocean
10769,<1h_ocean
10770,<1h_ocean
10771,<1h_ocean
10772,<1h_ocean
10773,<1h_ocean
10774,<1h_ocean
10775,<1h_ocean
10776,<1h_ocean
10777,<1h_ocean
10778,<1h_ocean
10779,<1h_ocean
10780,<1h_ocean
10781,<1h_ocean
10782,<1h_ocean
10783,<1h_ocean
10784,<1h_ocean
10785,<1h_ocean
10786,<1h_ocean
10787,<1h_ocean
10788,<1h_ocean
10789,<1h_ocean
10790,<1h_ocean
10791,<1h_ocean
10792,<1h_ocean
10793,<1h_ocean
10794,<1h_ocean
10795,<1h_ocean
10796,<1h_ocean
10797,<1h_ocean
10798,<1h_ocean
10799,<1h_ocean
10800,<1h_ocean
10801,<1h_ocean
10802,<1h_ocean
10803,<1h_ocean
10804,<1h_ocean
10805,<1h_ocean
10806,<1h_ocean
10807,<1h_ocean
10808,<1h_ocean
10809,<1h_ocean
10810,<1h_ocean
10811,<1h_ocean
10812,<1h_ocean
10813,<1h_ocean
10814,<1h_ocean
10815,<1h_ocean
10816,<1h_ocean
10817,<1h_ocean
10818,<1h_ocean
10819,<1h_ocean
10820,<1h_ocean
10821,<1h_ocean
10822,<1h_ocean
10823,<1h_ocean
10824,<1h_ocean
10825,<1h_ocean
10826,<1h_ocean
10827,<1h_ocean
10828,<1h_ocean
10829,<1h_ocean
10830,<1h_ocean
10831,<1h_ocean
10832,<1h_ocean
10833,<1h_ocean
10834,<1h_ocean
10835,<1h_ocean
10836,<1h_ocean
10837,<1h_ocean
10838,<1h_ocean
10839,<1h_ocean
10840,<1h_ocean
10841,<1h_ocean
10842,<1h_ocean
10843,<1h_ocean
10844,<1h_ocean
10845,<1h_ocean
10846,<1h_ocean
10847,<1h_ocean
10848,<1h_ocean
10849,<1h_ocean
10850,<1h_ocean
10851,<1h_ocean
10852,<1h_ocean
10853,<1h_ocean
10854,<1h_ocean
10855,<1h_ocean
10856,<1h_ocean
10857,<1h_ocean
10858,<1h_ocean
10859,<1h_ocean
10860,<1h_ocean
10861,<1h_ocean
10862,<1h_ocean
10863,<1h_ocean
10864,<1h_ocean
10865,<1h_ocean
10866,<1h_ocean
10867,<1h_ocean
10868,<1h_ocean
10869,<1h_ocean
10870,<1h_ocean
10871,<1h_ocean
10872,<1h_ocean
10873,<1h_ocean
10874,<1h_ocean
10875,<1h_ocean
10876,<1h_ocean
10877,<1h_ocean
10878,<1h_ocean
10879,<1h_ocean
10880,<1h_ocean
10881,<1h_ocean
10882,<1h_ocean
10883,<1h_ocean
10884,<1h_ocean
10885,<1h_ocean
10886,<1h_ocean
10887,<1h_ocean
10888,<1h_ocean
10889,<1h_ocean
10890,<1h_ocean
10891,<1h_ocean
10892,<1h_ocean
10893,<1h_ocean
10894,<1h_ocean
10895,<1h_ocean
10896,<1h_ocean
10897,<1h_ocean
10898,<1h_ocean
10899,<1h_ocean
10900,<1h_ocean
10901,<1h_ocean
10902,<1h_ocean
10903,<1h_ocean
10904,<1h_ocean
10905,<1h_ocean
10906,<1h_ocean
10907,<1h_ocean
10908,<1h_ocean
10909,<1h_ocean
10910,<1h_ocean
10911,<1h_ocean
10912,<1h_ocean
10913,<1h_ocean
10914,<1h_ocean
10915,<1h_ocean
10916,<1h_ocean
10917,<1h_ocean
10918,<1h_ocean
10919,<1h_ocean
10920,<1h_ocean
10921,<1h_ocean
10922,<1h_ocean
10923,<1h_ocean
10924,<1h_ocean
10925,<1h_ocean
10926,<1h_ocean
10927,<1h_ocean
10928,<1h_ocean
10929,<1h_ocean
10930,<1h_ocean
10931,<1h_ocean
10932,<1h_ocean
10933,<1h_ocean
10934,<1h_ocean
10935,<1h_ocean
10936,<1h_ocean
10937,<1h_ocean
10938,<1h_ocean
10939,<1h_ocean
10940,<1h_ocean
10941,<1h_ocean
10942,<1h_ocean
10943,<1h_ocean
10944,<1h_ocean
10945,<1h_ocean
10946,<1h_ocean
10947,<1h_ocean
10948,<1h_ocean
10949,<1h_ocean
10950,<1h_ocean
10951,<1h_ocean
10952,<1h_ocean
10953,<1h_ocean
10954,<1h_ocean
10955,<1h_ocean
10956,<1h_ocean
10957,<1h_ocean
10958,<1h_ocean
10959,<1h_ocean
10960,<1h_ocean
10961,<1h_ocean
10962,<1h_ocean
10963,<1h_ocean
10964,<1h_ocean
10965,<1h_ocean
10966,<1h_ocean
10967,<1h_ocean
10968,<1h_ocean
10969,<1h_ocean
10970,<1h_ocean
10971,<1h_ocean
10972,<1h_ocean
10973,<1h_ocean
10974,<1h_ocean
10975,<1h_ocean
10976,<1h_ocean
10977,<1h_ocean
10978,<1h_ocean
10979,<1h_ocean
10980,<1h_ocean
10981,<1h_ocean
10982,<1h_ocean
10983,<1h_ocean
10984,<1h_ocean
10985,<1h_ocean
10986,<1h_ocean
10987,<1h_ocean
10988,<1h_ocean
10989,<1h_ocean
10990,<1h_ocean
10991,<1h_ocean
10992,<1h_ocean
10993,<1h_ocean
10994,<1h_ocean
10995,<1h_ocean
10996,<1h_ocean
10997,<1h_ocean
10998,<1h_ocean
10999,<1h_ocean
11000,<1h_ocean
11001,<1h_ocean
11002,<1h_ocean
11003,<1h_ocean
11004,<1h_ocean
11005,<1h_ocean
11006,<1h_ocean
11007,<1h_ocean
11008,<1h_ocean
11009,<1h_ocean
11010,<1h_ocean
11011,<1h_ocean
11012,<1h_ocean
11013,<1h_ocean
11014,<1h_ocean
11015,<1h_ocean
11016,<1h_ocean
11017,<1h_ocean
11018,<1h_ocean
11019,<1h_ocean
11020,<1h_ocean
11021,<1h_ocean
11022,<1h_ocean
11023,<1h_ocean
11024,<1h_ocean
11025,<1h_ocean
11026,<1h_ocean
11027,<1h_ocean
11028,<1h_ocean
11029,<1h_ocean
11030,<1h_ocean
11031,<1h_ocean
11032,<1h_ocean
11033,<1h_ocean
11034,<1h_ocean
11035,<1h_ocean
11036,<1h_ocean
11037,<1h_ocean
11038,<1h_ocean
11039,<1h_ocean
11040,<1h_ocean
11041,<1h_ocean
11042,<1h_ocean
11043,<1h_ocean
11044,<1h_ocean
11045,<1h_ocean
11046,<1h_ocean
11047,<1h_ocean
11048,<1h_ocean
11049,<1h_ocean
11050,<1h_ocean
11051,<1h_ocean
11052,<1h_ocean
11053,<1h_ocean
11054,<1h_ocean
11055,<1h_ocean
11056,<1h_ocean
11057,<1h_ocean
11058,<1h_ocean
11059,<1h_ocean
11060,<1h_ocean
11061,<1h_ocean
11062,<1h_ocean
11063,<1h_ocean
11064,<1h_ocean
11065,<1h_ocean
11066,<1h_ocean
11067,<1h_ocean
11068,<1h_ocean
11069,<1h_ocean
11070,<1h_ocean
11071,<1h_ocean
11072,<1h_ocean
11073,<1h_ocean
11074,<1h_ocean
11075,<1h_ocean
11076,<1h_ocean
11077,<1h_ocean
11078,<1h_ocean
11079,<1h_ocean
11080,<1h_ocean
11081,<1h_ocean
11082,<1h_ocean
11083,<1h_ocean
11084,<1h_ocean
11085,<1h_ocean
11086,<1h_ocean
11087,<1h_ocean
11088,<1h_ocean
11089,<1h_ocean
11090,<1h_ocean
11091,<1h_ocean
11092,<1h_ocean
11093,<1h_ocean
11094,<1h_ocean
11095,<1h_ocean
11096,<1h_ocean
11097,<1h_ocean
11098,<1h_ocean
11099,<1h_ocean
11100,<1h_ocean
11101,<1h_ocean
11102,<1h_ocean
11103,<1h_ocean
11104,<1h_ocean
11105,<1h_ocean
11106,<1h_ocean
11107,<1h_ocean
11108,<1h_ocean
11109,<1h_ocean
11110,<1h_ocean
11111,<1h_ocean
11112,<1h_ocean
11113,<1h_ocean
11114,<1h_ocean
11115,<1h_ocean
11116,<1h_ocean
11117,<1h_ocean
11118,<1h_ocean
11119,<1h_ocean
11120,<1h_ocean
11121,<1h_ocean
11122,<1h_ocean
11123,<1h_ocean
11124,<1h_ocean
11125,<1h_ocean
11126,<1h_ocean
11127,<1h_ocean
11128,<1h_ocean
11129,<1h_ocean
11130,<1h_ocean
11131,<1h_ocean
11132,<1h_ocean
11133,<1h_ocean
11134,<1h_ocean
11135,<1h_ocean
11136,<1h_ocean
11137,<1h_ocean
11138,<1h_ocean
11139,<1h_ocean
11140,<1h_ocean
11141,<1h_ocean
11142,<1h_ocean
11143,<1h_ocean
11144,<1h_ocean
11145,<1h_ocean
11146,<1h_ocean
11147,<1h_ocean
11148,<1h_ocean
11149,<1h_ocean
11150,<1h_ocean
11151,<1h_ocean
11152,<1h_ocean
11153,<1h_ocean
11154,<1h_ocean
11155,<1h_ocean
11156,<1h_ocean
11157,<1h_ocean
11158,<1h_ocean
11159,<1h_ocean
11160,<1h_ocean
11161,<1h_ocean
11162,<1h_ocean
11163,<1h_ocean
11164,<1h_ocean
11165,<1h_ocean
11166,<1h_ocean
11167,<1h_ocean
11168,<1h_ocean
11169,<1h_ocean
11170,<1h_ocean
11171,<1h_ocean
11172,<1h_ocean
11173,<1h_ocean
11174,<1h_ocean
11175,<1h_ocean
11176,<1h_ocean
11177,<1h_ocean
11178,<1h_ocean
11179,<1h_ocean
11180,<1h_ocean
11181,<1h_ocean
11182,<1h_ocean
11183,<1h_ocean
11184,<1h_ocean
11185,<1h_ocean
11186,<1h_ocean
11187,<1h_ocean
11188,<1h_ocean
11189,<1h_ocean
11190,<1h_ocean
11191,<1h_ocean
11192,<1h_ocean
11193,<1h_ocean
11194,<1h_ocean
11195,<1h_ocean
11196,<1h_ocean
11197,<1h_ocean
11198,<1h_ocean
11199,<1h_ocean
11200,<1h_ocean
11201,<1h_ocean
11202,<1h_ocean
11203,<1h_ocean
11204,<1h_ocean
11205,<1h_ocean
11206,<1h_ocean
11207,<1h_ocean
11208,<1h_ocean
11209,<1h_ocean
11210,<1h_ocean
11211,<1h_ocean
11212,<1h_ocean
11213,<1h_ocean
11214,<1h_ocean
11215,<1h_ocean
11216,<1h_ocean
11217,<1h_ocean
11218,<1h_ocean
11219,<1h_ocean
11220,<1h_ocean
11221,<1h_ocean
11222,<1h_ocean
11223,<1h_ocean
11224,<1h_ocean
11225,<1h_ocean
11226,<1h_ocean
11227,<1h_ocean
11228,<1h_ocean
11229,<1h_ocean
11230,<1h_ocean
11231,<1h_ocean
11232,<1h_ocean
11233,<1h_ocean
11234,<1h_ocean
11235,<1h_ocean
11236,<1h_ocean
11237,<1h_ocean
11238,<1h_ocean
11239,<1h_ocean
11240,<1h_ocean
11241,<1h_ocean
11242,<1h_ocean
11243,<1h_ocean
11244,<1h_ocean
11245,<1h_ocean
11246,<1h_ocean
11247,<1h_ocean
11248,<1h_ocean
11249,<1h_ocean
11250,<1h_ocean
11251,<1h_ocean
11252,<1h_ocean
11253,<1h_ocean
11254,<1h_ocean
11255,<1h_ocean
11256,<1h_ocean
11257,<1h_ocean
11258,<1h_ocean
11259,<1h_ocean
11260,<1h_ocean
11261,<1h_ocean
11262,<1h_ocean
11263,<1h_ocean
11264,<1h_ocean
11265,<1h_ocean
11266,<1h_ocean
11267,<1h_ocean
11268,<1h_ocean
11269,<1h_ocean
11270,<1h_ocean
11271,<1h_ocean
11272,<1h_ocean
11273,<1h_ocean
11274,<1h_ocean
11275,<1h_ocean
11276,<1h_ocean
11277,near_ocean
11278,<1h_ocean
11279,<1h_ocean
11280,<1h_ocean
11281,<1h_ocean
11282,<1h_ocean
11283,<1h_ocean
11284,<1h_ocean
11285,<1h_ocean
11286,<1h_ocean
11287,<1h_ocean
11288,<1h_ocean
11289,<1h_ocean
11290,<1h_ocean
11291,<1h_ocean
11292,<1h_ocean
11293,<1h_ocean
11294,<1h_ocean
11295,<1h_ocean
11296,<1h_ocean
11297,<1h_ocean
11298,<1h_ocean
11299,<1h_ocean
11300,<1h_ocean
11301,<1h_ocean
11302,<1h_ocean
11303,<1h_ocean
11304,<1h_ocean
11305,<1h_ocean
11306,<1h_ocean
11307,<1h_ocean
11308,<1h_ocean
11309,<1h_ocean
11310,<1h_ocean
11311,<1h_ocean
11312,<1h_ocean
11313,<1h_ocean
11314,<1h_ocean
11315,<1h_ocean
11316,<1h_ocean
11317,<1h_ocean
11318,<1h_ocean
11319,<1h_ocean
11320,<1h_ocean
11321,<1h_ocean
11322,<1h_ocean
11323,near_ocean
11324,<1h_ocean
11325,<1h_ocean
11326,<1h_ocean
11327,near_ocean
11328,<1h_ocean
11329,<1h_ocean
11330,<1h_ocean
11331,<1h_ocean
11332,<1h_ocean
11333,<1h_ocean
11334,<1h_ocean
11335,<1h_ocean
11336,<1h_ocean
11337,<1h_ocean
11338,<1h_ocean
11339,near_ocean
11340,near_ocean
11341,near_ocean
11342,near_ocean
11343,near_ocean
11344,<1h_ocean
11345,<1h_ocean
11346,<1h_ocean
11347,<1h_ocean
11348,<1h_ocean
11349,<1h_ocean
11350,<1h_ocean
11351,near_ocean
11352,<1h_ocean
11353,<1h_ocean
11354,near_ocean
11355,near_ocean
11356,<1h_ocean
11357,<1h_ocean
11358,<1h_ocean
11359,<1h_ocean
11360,<1h_ocean
11361,<1h_ocean
11362,<1h_ocean
11363,<1h_ocean
11364,<1h_ocean
11365,<1h_ocean
11366,<1h_ocean
11367,<1h_ocean
11368,<1h_ocean
11369,<1h_ocean
11370,<1h_ocean
11371,<1h_ocean
11372,<1h_ocean
11373,<1h_ocean
11374,<1h_ocean
11375,<1h_ocean
11376,<1h_ocean
11377,<1h_ocean
11378,<1h_ocean
11379,<1h_ocean
11380,<1h_ocean
11381,<1h_ocean
11382,<1h_ocean
11383,near_ocean
11384,<1h_ocean
11385,<1h_ocean
11386,<1h_ocean
11387,near_ocean
11388,<1h_ocean
11389,near_ocean
11390,near_ocean
11391,near_ocean
11392,near_ocean
11393,near_ocean
11394,near_ocean
11395,near_ocean
11396,near_ocean
11397,near_ocean
11398,near_ocean
11399,near_ocean
11400,near_ocean
11401,near_ocean
11402,near_ocean
11403,near_ocean
11404,near_ocean
11405,near_ocean
11406,<1h_ocean
11407,near_ocean
11408,<1h_ocean
11409,<1h_ocean
11410,<1h_ocean
11411,<1h_ocean
11412,<1h_ocean
11413,<1h_ocean
11414,<1h_ocean
11415,<1h_ocean
11416,<1h_ocean
11417,<1h_ocean
11418,<1h_ocean
11419,<1h_ocean
11420,<1h_ocean
11421,<1h_ocean
11422,<1h_ocean
11423,<1h_ocean
11424,<1h_ocean
11425,<1h_ocean
11426,<1h_ocean
11427,<1h_ocean
11428,<1h_ocean
11429,<1h_ocean
11430,<1h_ocean
11431,<1h_ocean
11432,<1h_ocean
11433,<1h_ocean
11434,<1h_ocean
11435,<1h_ocean
11436,<1h_ocean
11437,<1h_ocean
11438,<1h_ocean
11439,<1h_ocean
11440,<1h_ocean
11441,<1h_ocean
11442,<1h_ocean
11443,<1h_ocean
11444,<1h_ocean
11445,<1h_ocean
11446,<1h_ocean
11447,<1h_ocean
11448,<1h_ocean
11449,<1h_ocean
11450,<1h_ocean
11451,<1h_ocean
11452,<1h_ocean
11453,<1h_ocean
11454,<1h_ocean
11455,<1h_ocean
11456,<1h_ocean
11457,<1h_ocean
11458,<1h_ocean
11459,<1h_ocean
11460,<1h_ocean
11461,<1h_ocean
11462,<1h_ocean
11463,<1h_ocean
11464,<1h_ocean
11465,<1h_ocean
11466,<1h_ocean
11467,<1h_ocean
11468,<1h_ocean
11469,<1h_ocean
11470,<1h_ocean
11471,<1h_ocean
11472,<1h_ocean
11473,<1h_ocean
11474,<1h_ocean
11475,<1h_ocean
11476,<1h_ocean
11477,<1h_ocean
11478,<1h_ocean
11479,<1h_ocean
11480,<1h_ocean
11481,<1h_ocean
11482,<1h_ocean
11483,<1h_ocean
11484,<1h_ocean
11485,<1h_ocean
11486,<1h_ocean
11487,<1h_ocean
11488,<1h_ocean
11489,<1h_ocean
11490,<1h_ocean
11491,<1h_ocean
11492,<1h_ocean
11493,<1h_ocean
11494,<1h_ocean
11495,<1h_ocean
11496,<1h_ocean
11497,<1h_ocean
11498,<1h_ocean
11499,<1h_ocean
11500,<1h_ocean
11501,<1h_ocean
11502,<1h_ocean
11503,<1h_ocean
11504,<1h_ocean
11505,<1h_ocean
11506,<1h_ocean
11507,<1h_ocean
11508,<1h_ocean
11509,<1h_ocean
11510,<1h_ocean
11511,<1h_ocean
11512,<1h_ocean
11513,<1h_ocean
11514,<1h_ocean
11515,<1h_ocean
11516,<1h_ocean
11517,<1h_ocean
11518,<1h_ocean
11519,<1h_ocean
11520,<1h_ocean
11521,<1h_ocean
11522,<1h_ocean
11523,<1h_ocean
11524,<1h_ocean
11525,<1h_ocean
11526,<1h_ocean
11527,<1h_ocean
11528,<1h_ocean
11529,<1h_ocean
11530,<1h_ocean
11531,<1h_ocean
11532,<1h_ocean
11533,<1h_ocean
11534,<1h_ocean
11535,<1h_ocean
11536,<1h_ocean
11537,<1h_ocean
11538,<1h_ocean
11539,<1h_ocean
11540,<1h_ocean
11541,<1h_ocean
11542,<1h_ocean
11543,<1h_ocean
11544,<1h_ocean
11545,<1h_ocean
11546,<1h_ocean
11547,<1h_ocean
11548,<1h_ocean
11549,<1h_ocean
11550,<1h_ocean
11551,<1h_ocean
11552,<1h_ocean
11553,<1h_ocean
11554,<1h_ocean
11555,<1h_ocean
11556,<1h_ocean
11557,<1h_ocean
11558,<1h_ocean
11559,<1h_ocean
11560,<1h_ocean
11561,<1h_ocean
11562,<1h_ocean
11563,<1h_ocean
11564,<1h_ocean
