hhid14_9,migrated_2007_2014,pidlink
12130001,,12130001
12130000,,12130002
12130006,,12130006
12130000,,12130007
12130000,,12130012
12130001,,12135102
12130006,,12135201
12143200,0,12140004
12143300,,12140005
12143400,0,12140006
12140000,0,12140007
12140008,,12140008
12140011,,12140011
12140000,,12140012
12143200,0,12143202
12143200,,12143203
12143200,,12143204
12143300,0,12143302
12143400,0,12143401
12140008,,12145102
12140011,,12145203
12150000,1,12150004
12160003,,12160003
12160006,,12160006
12160007,,12160007
12160000,,12160013
12160000,,12160014
12160003,,12165202
12160006,,12165302
12160007,,12165401
12170000,0,12170001
12170000,1,12170002
12170000,1,12170003
12170000,1,12170004
12170005,0,12170005
12170000,,12170006
12170005,,12175101
12180000,0,12180002
12180004,0,12180004
12180000,1,12180005
12180004,0,12180006
12180000,,12180008
12190000,0,12190001
12190000,0,12190002
12194100,1,12190004
12190007,,12190007
12190008,1,12190008
12190000,0,12190010
12190000,0,12190011
12193100,1,12190012
12193100,,12193107
12194100,1,12194101
12190007,,12195102
12190008,,12195201
13010000,0,13010001
13010004,,13010004
13010005,,13010005
13010000,,13010006
13010004,,13015101
13010005,,13015201
13020001,1,13020001
13020001,1,13020002
13020000,1,13020003
13024100,0,13020004
13020005,1,13020005
13020000,,13020006
13024100,0,13024102
13020005,,13025201
13040000,0,13040001
13040000,0,13040002
13040000,,13040004
13050000,0,13050002
13053100,0,13050003
13054100,0,13050004
13050000,0,13050005
13050000,0,13050006
13053100,0,13053102
13053100,,13053103
13054100,0,13054101
13060000,1,13060001
13060000,1,13060002
13060003,1,13060003
13060000,,13060005
13060003,,13065101
13070000,0,13070001
13070000,0,13070002
13070000,0,13070003
13070000,0,13070004
13070005,1,13070005
13070000,,13070008
13070000,,13070011
13070005,,13075102
13084100,1,13080001
13080002,1,13080002
13084100,0,13080004
13080000,,13080005
13084100,,13080007
13080000,,13080008
13084100,1,13084101
13090000,0,13090001
13090000,0,13090002
13090003,1,13090003
13090000,,13090004
13094100,1,13090005
13090000,,13090007
13094102,1,13094102
13090003,,13095102
13100000,0,13100001
13100000,0,13100002
13100003,,13100003
13104100,1,13100004
13100005,1,13100005
13104100,,13104107
13100003,,13105102
13100005,,13105201
13110002,,13110002
13110000,,13110004
13110002,1,13110006
13110000,,13110008
13110000,,13110009
13110002,,13115102
13120000,0,13120001
13120003,1,13120003
13120004,0,13120004
13120000,,13120008
13120003,,13125101
13120004,,13125201
13130000,0,13130001
13130002,1,13130002
13130002,,13130004
13130000,,13130006
13140000,0,13140001
13140000,0,13140002
13140003,,13140003
13144200,0,13140005
13140006,1,13140006
13140007,1,13140007
13140000,1,13140008
13140000,,13140009
13144200,0,13144202
13140003,,13145102
13140006,,13145201
13140007,,13145302
13150000,0,13150002
13150000,1,13150003
13150004,1,13150004
13150000,,13150005
13160000,1,13160001
13160000,1,13160002
13160003,,13160003
13164100,0,13160004
13164100,0,13164101
13160003,,13165102
13170000,0,13170001
13170000,0,13170002
13170000,1,13170003
13170000,,13170006
13190000,0,13190001
13190000,1,13190002
13194100,1,13190003
13190004,,13190004
13194100,0,13194102
13190004,,13195102
14010000,,14010001
14010000,1,14010003
14024100,,14024103
14034100,,14030003
14034100,0,14030009
14040000,,14040001
14040000,,14040002
14040000,,14040003
14080000,0,14080001
14080000,1,14080002
14080006,1,14080006
14100000,0,14100001
14100002,,14100002
14100000,,14100004
14100000,,14100005
14100006,,14100006
14100000,,14100007
14100000,,14100009
141034100,0,14103003
141034100,,14103007
141034100,,14103008
14100002,,14105102
14110000,0,14110003
14110000,0,14110006
14110000,,14110007
14120000,0,14120002
14120000,,14120004
14120000,,14120005
14120000,,14120006
14130000,1,14130002
14130003,,14130003
14130000,,14130007
14130003,,14135102
14140000,,14140002
14143100,1,14140004
14144100,1,14140005
14140006,,14140006
14144200,0,14140007
14140008,1,14140008
14144100,1,14144102
14144200,0,14144202
14140006,,14145102
14150000,,14150002
14160000,,14160002
14160000,,14160003
14180000,0,14180001
14180000,0,14180002
14180003,1,14180003
14184100,1,14180004
14184100,1,14180005
14183100,0,14180006
14180000,,14180007
14180000,,14183103
14190000,,14190001
14190000,0,14190002
14190000,,14190003
14190000,0,14190005
15030000,,15030002
15040000,0,15040001
15043100,1,15040002
15043200,,15040003
15043100,1,15040004
15040000,,15040006
15040000,,15040007
15040000,,15040010
15043100,,15043103
15043200,1,15043202
15050000,,15050001
15050000,0,15050002
15050003,,15050003
15054100,0,15050005
15060000,0,15060001
15060000,,15060002
15060000,1,15060003
15060004,1,15060004
15060006,,15060006
15070000,0,15070001
15070000,0,15070002
15070000,0,15070004
15070000,0,15070005
15070006,1,15070006
15070007,,15070007
15070000,,15070008
15070000,0,15070009
15080000,,15080002
15083100,0,15080003
15083200,0,15080004
15083100,0,15080005
15080006,1,15080006
15083100,0,15080007
15084100,,15080009
15084100,1,15080010
15084100,0,15080011
15084100,0,15080012
15084100,,15080013
15080000,0,15080014
15080000,0,15080015
15083200,0,15083201
15080006,,15085101
15090000,0,15090001
15090000,0,15090002
15090000,1,15090003
15090006,,15090006
15090000,,15090007
15100000,,15100001
15100000,,15100005
15100000,,15100008
15100000,,15100014
15104100,1,15104102
15110000,0,15110002
15114100,1,15110003
15114100,1,15114101
15140000,0,15140002
15140000,1,15140003
15140004,0,15140004
15140000,,15140005
15140000,,15140007
15140000,,15140010
15150000,0,15150002
15150000,,15150003
15150004,,15150004
15150004,,15155102
15160000,0,15160002
15160000,0,15160003
15164100,,15160004
15160000,,15160005
15160000,0,15160009
15160000,,15160011
15164100,0,15164102
15170000,0,15170001
15170000,0,15170002
15174100,0,15170003
15174200,1,15170006
15180000,0,15180001
15180000,0,15180002
15180000,1,15180003
15180004,1,15180004
15180007,,15180007
15180000,,15180009
15190000,,15190001
15190000,0,15190002
15193100,0,15190003
15193200,1,15190005
15190000,,15190011
15193100,0,15193106
15200000,,15200001
15204100,0,15200003
15201100,,15200004
15204100,0,15200005
15201100,1,15201102
16010000,1,16010002
16014100,,16010004
16010000,,16010005
16012107,0,16012107
16020000,,16020001
16020000,0,16020002
16020003,,16020003
16020000,,16020004
16020005,,16020005
16020000,,16020008
16020000,,16020010
16020003,,16025102
16030000,0,16030002
16040000,,16040002
16040000,0,16040003
16040000,0,16040005
16040000,,16040006
16044100,0,16040007
16040010,,16040010
16040011,,16040011
16040012,,16040012
16040000,,16040013
16040000,,16043104
16050000,0,16050005
16050000,,16050017
16070000,1,16070002
16074100,1,16070003
16074100,,16074102
16120000,,16120003
16120000,,16120009
16120000,,16120013
16132100,1,16130004
16130000,,16130005
16132200,0,16130007
16132200,0,16130008
16132200,1,16130009
16130010,1,16130010
16130011,1,16130011
16130013,,16130013
16130013,1,16130014
16130013,,16130015
16130013,,16130016
16130000,,16130018
16130000,,16130019
16132100,1,16132102
16132200,0,16132207
16130010,,16135102
16130011,,16135201
16140000,,16140003
16143100,0,16140005
16150000,0,16150004
16150000,,16150006
16160000,0,16160001
16160000,,16160002
16164100,1,16160003
16160006,1,16160006
16164400,1,16160007
16164100,0,16160008
16164100,,16164103
16170000,1,16170002
16170000,1,16170003
16170000,,16170004
16170000,,16170005
16180000,1,16180005
16190000,,16190002
16190000,0,16190004
16190000,0,16190008
16200000,,16200001
16200000,0,16200004
16410000,1,16410001
16410000,1,16410002
16410000,,16410005
17030000,,17030001
17030000,,17030002
17030005,,17030005
17040000,0,17040001
17043200,,17040005
17040000,0,17040007
17040000,,17040008
17040000,,17040009
17040000,,17040010
17040011,,17040011
17043200,0,17043202
17050000,0,17050001
17050000,0,17050002
17050000,0,17050003
17050004,1,17050004
17050004,,17050005
17050000,,17050006
17050004,,17055101
17060000,1,17060001
17060000,1,17060002
17064100,0,17060003
17064100,0,17064102
17070000,0,17070002
17070000,1,17070003
17070005,1,17070005
17074100,1,17070006
17073200,,17070007
17073200,,17073206
17073200,,17073208
17070005,,17075101
17080000,,17080001
17080000,0,17080002
17080003,,17080003
17084100,1,17080004
17084200,,17080005
17084300,,17080006
17080003,0,17080007
17080003,,17080008
17080003,,17080009
17084100,1,17084102
17084200,0,17084204
17084300,0,17084302
17090000,1,17090002
17090003,1,17090003
17090004,1,17090004
17090000,,17090005
17090003,1,17090006
17090003,,17090008
17090004,,17095201
17100000,,17100001
17104100,1,17100003
17100000,,17100004
17100005,,17100005
17100000,,17100008
17100000,,17100009
17120000,,17120001
17120000,0,17120002
17124100,1,17120003
17124200,1,17120004
17120005,1,17120005
17120000,,17120006
17120007,,17120007
17124100,,17124101
17124200,,17124202
17120005,,17125102
17120007,,17125202
17130000,,17130002
17130003,,17130003
17134100,0,17130004
17134200,0,17130006
17130003,1,17130007
17132100,0,17130008
17134300,,17130009
17130003,,17132104
17132100,,17132105
17132100,,17132108
17134100,0,17134102
17134103,,17134103
17134200,0,17134202
17134300,0,17134302
17160000,0,17160002
17164100,1,17160004
17160000,0,17160005
17160006,0,17160006
17164200,1,17160007
17160009,1,17160009
17160010,1,17160010
17160012,1,17160012
17160013,1,17160013
17160000,,17160015
17160000,,17160016
17164100,1,17164102
17164100,,17164103
17164100,,17164104
17164200,1,17164202
17160009,,17165202
17160012,,17165401
17160013,,17165501
17173100,1,17170003
17174100,0,17170004
17180000,,17170005
17174200,0,17170006
17170007,,17170007
17170008,,17170008
17174100,0,17170009
17174100,,17170010
17173100,,17173101
17173100,,17173103
17173100,,17173104
17174200,0,17174202
17170008,,17175201
17184300,,17180001
17180000,,17180003
17184100,0,17180004
17184200,1,17180006
17184300,0,17180007
17180000,,17180011
17184100,0,17184101
17184300,,17184301
17190000,0,17190001
17194100,1,17190003
17190000,0,17190004
17194300,1,17190005
17190000,,17190006
17194100,,17194101
17194100,,17194103
17194100,,17194104
17194300,1,17194302
17200000,0,17200001
17200000,0,17200002
17200003,1,17200003
17200004,0,17200004
17200003,,17205102
17200004,,17205201
18020000,1,18020001
18020000,1,18020002
18020004,,18020004
18020000,0,18020005
18020007,0,18020007
18020008,,18020008
18020000,,18020010
18020000,,18020012
18020004,,18025101
18020007,,18025201
18020008,,18025301
18031100,0,18030002
18030003,0,18030003
18030004,,18030004
18030000,0,18030005
18031100,,18030006
18030003,0,18030007
18030000,,18030010
18031103,,18031103
18030004,,18035202
18040000,1,18040002
18043100,,18040003
18040006,,18040006
18040000,,18040007
18040000,,18040008
18043100,0,18043102
18044200,,18043103
18043100,,18043104
18043200,,18043204
18053100,0,18050004
18053100,0,18053104
18060000,0,18060001
18060000,,18060002
18060003,0,18060004
18063100,0,18060005
18060006,0,18060006
18060000,0,18060007
18060000,,18060008
18060006,,18060009
18063100,0,18063101
18063100,,18063103
18060003,,18065101
18070000,0,18070001
18070000,0,18070003
18080000,0,18080001
18080000,0,18080002
18080000,,18080003
18080000,,18080004
18093100,0,18090001
18093100,0,18090002
18090007,,18090007
18091100,,18090008
18090009,,18090009
18090000,0,18090010
18091100,,18091101
18091100,,18091104
18093103,1,18093103
18093100,1,18093104
18090007,,18095102
18100000,0,18100001
18100000,0,18100002
18110000,0,18110001
18110000,0,18110002
18110000,,18110003
18110004,,18110004
18110000,,18110007
18120000,0,18120004
18120000,,18120005
18120000,,18120007
18130000,,18130001
18130000,,18130002
18140000,0,18140002
18144100,0,18140003
18140000,0,18140004
18144100,1,18144102
18140000,0,18144201
18150000,0,18150001
18150000,0,18150002
18154100,0,18150003
18150000,1,18150004
18150000,,18150005
18154100,0,18154101
18160000,,18160002
18160003,0,18160003
18160000,0,18160004
18160005,1,18160005
18160003,,18160007
18160000,,18160008
18160005,1,18160011
18160000,0,18163102
18170000,0,18170002
18170000,1,18170004
18174100,0,18170005
18170001,,18175102
18170001,,18175103
18180000,,18180006
18180000,0,18180007
18180000,,18180008
18180000,,18180012
18190000,0,18190001
18190000,1,18190002
18190000,0,18190005
18190000,,18190008
18200000,,18200001
18200000,,18200002
19040000,,19040001
19040000,0,19040002
19083100,0,19080003
19080000,1,19080006
19084200,0,19080008
19080000,1,19080010
19083100,0,19083102
19083100,,19083103
19084100,0,19084102
19084200,,19084201
19090000,,19090002
19093100,,19090003
19090004,,19090004
19093100,,19093103
19090004,,19095102
19101100,,19100003
19101100,0,19100004
19103200,1,19100006
19103200,,19100011
19100000,,19100016
19101100,,19101103
19101100,,19101104
19100000,0,19103102
19100000,,19103103
19120000,,19120002
19120000,,19120003
19120000,,19120012
19200000,0,19200001
19200000,,19200004
19200000,0,19200007
20010000,,20010001
20010000,,20010002
20010000,,20010003
20020000,,20020001
20030000,1,20030002
20030000,,20030004
20050000,,20050004
20050000,,20050006
20050005,,20055102
20060000,1,20060006
20060000,,20060010
20060000,1,20063101
20060000,,20063103
20080000,,20080006
20090000,0,20090001
20090000,0,20090004
20100000,0,20100002
20103100,,20100003
20103200,0,20100004
20100000,,20100005
20103100,1,20103102
20103100,,20103103
20103200,0,20103201
20103203,,20103203
20103200,,20103204
20110000,,20110001
20110004,,20110004
20110005,,20110005
20120000,,20120001
20120002,,20120002
20130000,0,20130002
20130003,1,20130003
20130000,,20130004
20130000,,20130006
20140000,0,20140001
20140002,1,20140002
20150000,0,20150006
20150008,1,20150008
20150000,,20150009
20150000,,20153101
20150000,,20153103
20150000,,20153104
20170000,0,20170001
20170000,0,20170002
20170000,,20170003
20170004,1,20170004
20170000,,20170005
20170006,,20170006
20180000,0,20180001
20184100,0,20180002
20184200,1,20180003
20180000,,20180006
20184100,,20184101
20194100,1,20190004
20190007,,20190007
20190000,0,20190008
20190000,0,20190009
20190010,,20190010
20194100,1,20194101
20190007,,20195101
20190007,,20195103
20200000,0,20200006
20200000,0,20200007
20200000,,20200008
21010000,,21010001
21010000,0,21010002
21010000,0,21010003
21010000,,21010008
21030000,1,21030003
21030000,0,21030004
21030000,,21030006
21040000,0,21040002
21040000,0,21040003
21040000,0,21040004
21050000,0,21050002
21054100,0,21050003
21054200,1,21050004
21050000,0,21050005
21050000,0,21050006
21050007,,21050007
21054100,0,21050009
21054100,,21050010
21050011,,21050011
21054200,0,21054201
21054200,,21054203
21050007,,21055102
21060000,0,21060002
21060000,0,21060003
21060006,,21060006
21060006,,21060007
21060008,,21060008
21060010,,21060010
21070000,0,21070001
21070000,0,21070002
21070003,1,21070003
21070004,1,21070004
21070003,,21075102
21070004,,21075202
21090000,0,21090007
21090000,1,21090010
21100000,0,21100001
21100000,0,21100002
21100000,1,21100003
21100000,,21100004
21100000,,21100005
21113100,1,21110002
21113100,1,21110003
21110000,,21110004
21110000,,21110008
21113100,,21113103
21113100,,21113104
21130000,0,21130001
21130000,0,21130002
21134100,0,21130003
21130005,0,21130005
21134200,0,21130006
21130000,0,21130007
21130000,0,21130008
21130000,0,21130009
21134100,0,21134101
21134200,0,21134201
21134300,0,21134301
21130005,,21135102
21140000,0,21140001
21140000,0,21140002
21140000,0,21140003
21140004,,21140004
21140000,,21140005
21140004,,21145101
21150000,0,21150002
21150000,,21150003
21150005,0,21150005
21150005,0,21150006
21160000,0,21160001
21160004,,21160004
21160000,,21160005
21160004,,21165101
21173100,0,21170004
21173200,0,21170005
21174100,1,21170006
21174200,0,21170007
21170000,0,21170008
21170000,0,21170012
21173200,0,21173201
21173200,,21173203
21174100,1,21174102
21174200,1,21174201
21180000,0,21180001
21180000,,21180002
21181100,0,21180003
21184100,1,21180005
21181100,0,21180006
21181100,,21181105
21184100,1,21184102
21184100,,21184103
21190000,0,21190001
21190000,0,21190002
21190003,1,21190003
21190004,,21190004
21190000,1,21190005
21190000,,21190006
21190000,,21190008
21190003,,21195101
21190004,,21195202
21200000,0,21200003
21200000,0,21200004
21200000,,21200005
22010000,0,22010004
22010000,,22010005
22010000,,22010007
22020000,0,22020004
22020000,0,22020005
22020007,1,22020007
22020000,,22020009
22020000,,22020012
22020007,,22025101
22050000,0,22050001
22050000,0,22050002
22054100,1,22050003
22050004,1,22050004
22054200,1,22050005
22054200,1,22050006
22053100,1,22050007
22054200,,22050010
22053100,,22053103
22054100,1,22054101
22054200,1,22054201
22050004,,22055101
22060000,1,22060002
22060003,1,22060003
22060000,,22060004
22060000,,22060005
22060000,,22060006
22073100,0,22070003
22070000,0,22070006
22070000,,22070008
22073100,0,22073102
22084100,0,22080003
22084200,,22080004
22084100,,22080005
22080006,,22080006
22084100,,22080007
22084100,,22080008
22084200,1,22084202
22080006,,22085101
22090001,1,22090001
22090001,1,22090002
22090001,1,22090003
22094100,1,22090004
22020000,,22090005
22094200,1,22090006
22090000,1,22090007
22090000,,22090010
22094100,,22094102
22094200,,22094203
22100000,0,22100002
22100004,,22100004
22100005,1,22100005
22100004,,22105102
22100005,,22105201
22114100,0,22110004
22110000,0,22110005
22113100,0,22110006
22111100,1,22110007
22110000,0,22110008
22110000,,22110009
22110000,0,22110010
22114100,0,22110011
22114100,,22110012
22110000,,22110016
22111100,,22111104
22113100,0,22113101
22113100,,22113103
22120000,0,22120001
22120000,0,22120002
22120000,,22120003
22124100,0,22120004
22120000,0,22120005
22120000,,22120007
22140002,,22140002
22140002,,22140006
22140000,,22140008
22140000,,22140009
22140000,,22140010
22140000,,22140011
22160000,0,22160001
22160000,0,22160002
22160000,1,22160003
22170000,,22170001
22170002,,22170002
22170000,,22170004
22170002,,22175102
22180000,0,22180001
22180000,,22180002
22180000,0,22180003
22181100,0,22180004
22184100,1,22180005
22183100,0,22180006
22180007,1,22180007
22180000,0,22180008
22181100,0,22181101
22183100,0,22183107
22184100,1,22184102
22180007,,22185101
22190000,0,22190001
22190000,0,22190002
22190000,1,22190003
22190000,,22190005
22200000,,22200003
22200000,0,22200004
22200000,,22200007
22200000,,22200009
23020000,0,23020001
23020000,,23020002
23020000,0,23020004
23020000,,23020006
23020000,,23020007
23050000,0,23050003
23050000,,23050006
23070003,,23070003
23070000,0,23070004
23073100,1,23070009
23070000,,23070010
23070012,,23070012
23070000,,23070017
23073100,1,23073102
23073103,,23073103
23073100,,23073104
23070012,,23075202
23080000,1,23080001
23080002,1,23080002
23080002,1,23080003
23080002,,23080004
23080002,,23080005
23080000,,23080009
23080000,,23080010
23080002,,23085107
23100000,0,23100001
23100000,0,23100002
23104100,0,23100003
23100004,,23100004
23100005,,23100005
23100006,,23100006
23100007,,23100007
23100004,,23100008
23104100,0,23104102
23100005,,23105202
