hhid14_9,age,male,pidlink
117180014,21,0,117180014
117181100,53,1,117181102
117181100,20,1,117181104
117181100,15,1,117181105
117182100,18,0,117182109
117180014,21,1,117185203
118030000,48,1,118010001
118010000,68,0,118010002
118030000,51,0,118030002
118033100,31,0,118030003
118030004,25,0,118030004
118030000,17,1,118030006
118033100,36,1,118033102
118030004,26,1,118035101
118044100,69,1,118040001
118040000,62,0,118040002
118040000,28,1,118040005
118040000,22,0,118040006
118060000,51,0,118060002
118064100,31,0,118060003
118060000,52,1,118060004
118064100,32,1,118064101
118070000,59,1,118070001
118070000,55,0,118070002
118074100,32,0,118070003
118074200,30,0,118070004
118070005,24,1,118070005
118074200,32,1,118074201
118070005,18,0,118075102
118090000,60,1,118090001
118090000,50,0,118090002
118090003,29,1,118090003
118090004,25,1,118090004
118090003,24,0,118095102
118090004,25,0,118095202
118104100,43,1,118100003
118104100,44,0,118104102
118110000,71,0,118110002
118113100,45,0,118110003
118114100,32,0,118110004
118114100,34,1,118113203
118120000,58,1,118120001
118120000,54,0,118120002
118124100,30,0,118120003
118124200,27,0,118120004
118124200,32,1,118124201
118130000,63,1,118130001
118130000,59,0,118130002
118134100,34,0,118130003
118130004,28,1,118130004
118113100,38,1,118130005
118134100,39,1,118134101
118130004,24,0,118135102
118140000,71,1,118140001
118140000,61,0,118140002
118144100,31,1,118140003
118144100,29,0,118144102
118150000,54,1,118150001
118150000,49,0,118150002
118150003,30,1,118150003
118150004,20,1,118150004
118150003,30,0,118150005
118160000,65,1,118160001
118160000,61,0,118160002
118162100,33,0,118160003
118160000,37,1,118160004
118162100,35,1,118162105
118174100,46,0,118170002
118174100,17,1,118170003
118170000,44,1,118170004
118170000,26,0,118170005
118200000,84,0,118200002
118204100,24,0,118200004
118200000,35,1,118200006
118200000,34,0,118200007
118204100,31,1,118204101
118220000,71,1,118220001
118220000,70,0,118220002
118220000,22,1,118220003
118243100,78,0,118240002
118244100,42,1,118240003
118243100,36,0,118240004
118240000,38,1,118240006
118240000,27,0,118240007
118243100,40,1,118243101
118244100,38,0,118244102
118250000,57,0,118250003
118250000,70,1,118250004
118262100,42,0,118260003
118262100,22,1,118260004
118262100,18,1,118260005
118260000,54,0,118260006
118260000,60,1,118260008
118262100,50,1,118262101
118270000,63,0,118270002
118274100,35,1,118274102
118280000,69,1,118280001
118280000,62,0,118280002
118284100,30,0,118280003
118284200,30,1,118280004
118284100,38,1,118284101
118284200,23,0,118284202
118290000,89,1,118290001
118290000,59,0,118290002
118294100,34,1,118290003
118292100,40,1,118290004
118292100,33,0,118292102
119010000,66,1,119010001
119010000,61,0,119010002
119014100,30,1,119010003
119023100,44,1,119020001
119023100,39,0,119020002
119020003,21,1,119020003
119020000,62,1,119020004
119020000,57,0,119020005
119020000,31,1,119020007
119020000,18,0,119020008
119020000,17,0,119020009
119023105,15,1,119023105
119030000,72,1,119030001
119033100,38,1,119030003
119033100,32,0,119033102
119040000,60,1,119040001
119060000,69,0,119060001
119070001,66,1,119070001
119070000,56,0,119070002
119070000,39,1,119070003
119070005,34,0,119070005
119070007,15,1,119070007
119070005,38,1,119075202
119080000,77,0,119080002
119080000,38,0,119080004
119080000,17,1,119080007
119080000,40,1,119080008
119090000,66,1,119090001
119090000,61,0,119090002
119094100,30,1,119090005
119090000,23,1,119090006
119090000,26,0,119090010
119094100,26,0,119094102
119110000,42,0,119110002
119110000,21,1,119110003
119110000,22,0,119110006
119120000,45,1,119120001
119120000,37,0,119120002
119130000,47,1,119130001
119130000,38,0,119130002
119144100,77,0,119140002
119144100,37,1,119140003
119144100,32,0,119144102
119150000,49,1,119150001
119150000,46,0,119150002
119150003,29,1,119150003
119150004,25,1,119150004
119150000,22,0,119150005
119150000,15,0,119150009
119150003,37,0,119155102
119160003,29,0,119160003
119160000,39,0,119160004
119160000,17,1,119160006
119170000,67,0,119170002
119170000,26,1,119170003
119170000,27,0,119170004
119180000,42,0,119180003
119180004,18,1,119180004
119180000,47,1,119180005
119190000,75,0,119190002
119194100,34,1,119190003
119194100,34,0,119190005
119190006,24,1,119190006
119190006,18,0,119190007
119190006,25,0,119195102
119200000,64,1,119200004
119200000,62,0,119200005
119200007,29,0,119200007
119200007,30,1,119205101
119210000,62,1,119210001
119210000,49,0,119210006
119220000,75,0,119220001
119223100,32,0,119220002
119220000,75,1,119220003
119223100,37,1,119223101
119240000,52,1,119240001
119240000,47,0,119240002
119240000,32,1,119240003
119240004,18,1,119240004
119240000,20,0,119240005
119250000,50,1,119250002
119260000,69,0,119260002
119260000,28,0,119260003
119260000,32,1,119260005
119270000,48,1,119270001
119270000,46,0,119270002
119270000,25,0,119270003
119280000,56,0,119280004
119280000,42,1,119280005
119284100,34,1,119280006
119283102,37,1,119280007
119283102,32,0,119283102
119290000,63,0,119290002
119290000,21,1,119290004
119300000,64,1,119300001
119300000,62,0,119300002
119303100,40,1,119300003
119300004,30,1,119300004
119303100,39,0,119303102
119300004,22,0,119305102
120010000,45,1,120010001
120010000,41,0,120010002
120010000,17,0,120010005
120030003,32,1,120030003
120030000,30,0,120030004
120030005,22,1,120030005
120034100,46,0,120030006
120034100,20,0,120030008
120030000,69,1,120030014
120030003,28,0,120035103
120040001,62,1,120040001
120040000,52,0,120040002
120043100,34,0,120040003
120040000,30,0,120040005
120040000,28,0,120040006
120040000,21,0,120040007
120043100,43,1,120040009
120040000,35,1,120040010
120040000,29,1,120040017
120043100,15,0,120043103
120040001,52,0,120045102
120050000,50,1,120050001
120050000,44,0,120050002
120050000,26,1,120050003
120060000,60,0,120060001
120060000,31,0,120060002
120060003,25,0,120060003
120070000,40,0,120070002
120070000,21,0,120070005
120070000,15,0,120070006
120080000,36,0,120080004
120080000,21,1,120080007
120080000,15,1,120080008
120090000,78,0,120090002
120093100,41,1,120090003
120093200,37,1,120090004
120090006,17,1,120090006
120090000,42,0,120090008
120090000,49,1,120090009
120093100,37,0,120093101
120093103,19,1,120093103
120093100,16,0,120093104
120093200,31,0,120093202
120100000,49,1,120100001
120100003,27,0,120100003
120100000,26,0,120100004
120100000,17,0,120100006
120100003,34,1,120105101
120114100,56,1,120110001
120114100,54,0,120110002
120114200,31,0,120110003
120110000,28,0,120110004
120114100,21,1,120110011
120114200,41,1,120114201
120120000,67,1,120120001
120120000,52,0,120120002
120120000,25,1,120120004
120120000,18,1,120120006
120120000,16,1,120120007
120130000,72,1,120130001
120130000,37,0,120130003
120130000,22,0,120130004
120154100,45,1,120150001
120154100,43,0,120150002
120150000,60,0,120150004
120154200,35,1,120150006
120150007,30,0,120150007
120154300,26,1,120150009
120154400,22,0,120150010
120150007,35,1,120150015
120154200,30,0,120154202
120154300,23,0,120154302
120154400,25,1,120154402
120164100,47,1,120160001
120164100,39,0,120160002
120160003,22,1,120160003
120163100,32,1,120160007
120160008,29,1,120160008
120160010,23,1,120160010
120160000,24,0,120160011
120160012,19,1,120160012
120164100,18,0,120160013
120160014,21,1,120160014
120160000,16,1,120160015
120160000,38,1,120160017
120160008,28,0,120165202
120170000,42,1,120170001
120170000,42,0,120170002
120174100,24,0,120170003
120170000,21,1,120170004
120160000,81,0,120170006
120174100,29,1,120174101
120180000,51,1,120180001
120180000,46,0,120180002
120210000,56,1,120210001
120210000,46,0,120210002
120210000,24,0,120210005
120220000,51,1,120220001
120220000,46,0,120220002
120220000,27,1,120220004
120220005,26,0,120220005
120220000,25,1,120220006
120220005,36,1,120220011
120230000,71,1,120230001
120230000,66,0,120230002
120234100,34,0,120230003
120234100,15,0,120230008
120240000,55,1,120240001
120240000,48,0,120240002
120240000,26,0,120240004
120240000,19,1,120240006
120240000,27,1,120240007
120260000,58,1,120260001
120260000,50,0,120260002
120260000,33,1,120260003
120260004,33,1,120260004
120260005,24,1,120260005
120260006,21,1,120260006
120260004,40,0,120265102
120260005,22,0,120265202
120260006,21,0,120265302
120270000,54,0,120270002
120271100,34,0,120270003
120273100,30,0,120270005
120270009,22,1,120270009
120271100,43,1,120271101
120280000,40,0,120280003
120280000,21,0,120280004
120280000,28,1,120280007
120290000,69,1,120290001
120290004,29,1,120290004
120290000,29,0,120290007
120300000,49,1,120300001
120300000,47,0,120300002
120300000,26,0,120300003
120300000,24,0,120300004
121013100,87,0,121010002
121011100,61,1,121010003
121013100,46,0,121010004
121010000,38,0,121010006
121011100,36,0,121010007
121010008,35,1,121010008
121010009,31,0,121010009
121010000,38,1,121011107
121013100,48,1,121013102
121013100,16,1,121013103
121011100,30,0,121014102
121010008,31,0,121015102
121010009,33,1,121015202
121020000,52,1,121020001
121020000,28,0,121020003
121020000,24,1,121020004
121020000,17,1,121020005
121020000,34,1,121020006
121020000,44,0,121020008
121040000,53,0,121040002
121040004,35,1,121040004
121044100,33,0,121044102
121050000,45,1,121050002
121050000,40,0,121050003
121050000,20,0,121050005
121050000,15,1,121050006
121080000,59,1,121080001
121080000,59,0,121080002
121084100,35,0,121080003
121080005,29,0,121080005
121080000,25,0,121080006
121080000,17,1,121080007
121080005,34,1,121085101
121090000,83,0,121090002
121093100,42,1,121090003
121090000,41,1,121090004
121093100,47,0,121093102
121093100,17,1,121093103
121093100,16,1,121093104
121100000,71,1,121100001
121100000,69,0,121100002
121103100,43,1,121100003
121100004,42,0,121100004
121100000,33,0,121100008
121100000,31,1,121100009
121100000,29,1,121100010
121103100,15,0,121103103
121113100,50,1,121110001
121113100,43,0,121110002
121113100,23,1,121110003
121113300,71,0,121110005
121113200,39,1,121110007
121113300,35,0,121110009
121114200,34,1,121110010
121113400,48,0,121110011
121113100,18,0,121110013
121113200,40,0,121113202
121113200,15,0,121113203
121113400,54,1,121113401
121113400,19,1,121113404
121114200,33,0,121114202
121120000,73,0,121120001
121120002,48,0,121120002
121120002,51,1,121125102
121130000,73,1,121130001
121130000,70,0,121130002
121130004,38,1,121130004
121130004,37,0,121135102
121140000,62,1,121140001
121140000,56,0,121140002
121143100,38,1,121140003
121144100,35,1,121140004
121140000,27,1,121140005
121140000,20,0,121140007
121140000,17,1,121140008
121143100,34,0,121143102
121143103,15,1,121143103
121144100,34,0,121144102
121150000,45,0,121150002
121150003,29,1,121150003
121150004,21,0,121150004
121154100,42,0,121150006
121150000,18,1,121150007
121150000,15,0,121150008
121154100,40,1,121154101
121150004,27,1,121155202
121160002,87,0,121160002
121160000,42,0,121160003
121160000,44,1,121160004
121160000,18,1,121160005
121160000,16,0,121160006
121180000,68,0,121180002
121180000,38,1,121180005
121180000,33,0,121180007
121180000,15,0,121180008
121190000,71,1,121190001
121190000,63,0,121190002
121193100,46,1,121190003
121193200,44,1,121190004
121193300,42,0,121190005
121193400,40,1,121190006
121193500,38,1,121190007
121193600,37,0,121190008
121193700,34,0,121190009
121190010,33,1,121190010
121190011,31,0,121190011
121190012,29,0,121190012
121193300,46,1,121190014
121193300,21,1,121190015
121193300,18,0,121190016
121193100,44,0,121193102
121193100,15,0,121193103
121193200,16,0,121193203
121193204,15,1,121193204
121193400,38,0,121193402
121193500,37,0,121193502
121193600,41,1,121193601
121193700,37,1,121193704
121190010,29,0,121195103
121190011,34,1,121195202
121190012,36,1,121195301
121200000,60,1,121200001
121200000,57,0,121200002
121203100,38,0,121200003
121200004,37,1,121200004
121204100,34,1,121200005
121204200,32,0,121200006
121204300,29,0,121200007
121200000,35,0,121200008
121203100,16,1,121203103
121204100,31,0,121204102
121204200,33,1,121204201
121204300,31,1,121204301
121210000,49,0,121210001
121213100,46,1,121210004
121210005,23,0,121210005
121210000,51,1,121210006
121213100,43,0,121213102
121213100,16,1,121213103
121224100,33,1,121220002
121220000,30,1,121220003
121220000,26,0,121220004
121224100,27,0,121224102
121230000,51,1,121230001
121230000,48,0,121230002
121230000,24,0,121230004
121230000,17,1,121230006
121240000,52,1,121240001
121240000,52,0,121240002
121244100,27,0,121240003
121240000,24,0,121240004
121240005,23,0,121240005
121244100,35,1,121244103
121260000,77,0,121260001
121264100,34,1,121260002
121260000,38,1,121260003
121260000,34,0,121263102
121264100,34,0,121264102
121270000,74,0,121270001
121270000,48,0,121270002
121274100,53,1,121270003
121273100,23,1,121270006
121280000,65,0,121280002
121283100,42,1,121280003
121280000,44,0,121280004
121284100,39,1,121280005
121280000,36,1,121280006
121283100,39,0,121283102
121283100,15,1,121283103
121284100,38,0,121284106
121280000,31,0,121284205
121290000,59,0,121290002
121294100,35,1,121290003
121290000,32,1,121290004
121290000,30,1,121290005
121290000,20,0,121290006
121294100,29,0,121294102
122010000,66,0,122010002
122010000,43,0,122010003
122010004,36,1,122010004
122013100,35,0,122010005
122010006,30,1,122010006
122010004,28,0,122010007
122010006,27,0,122010008
122010000,41,0,122010011
122010000,44,1,122010012
122010000,20,0,122010014
122013100,15,1,122013103
122020000,54,1,122020001
122020000,44,0,122020002
122020003,27,1,122020003
122020005,20,0,122020005
122020003,25,0,122025102
122020005,25,1,122025203
122030000,61,1,122030001
122030000,62,0,122030002
122033100,39,0,122030003
122034100,33,1,122030005
122033100,46,1,122033101
122034100,35,0,122034102
122050000,45,0,122050003
122054100,38,0,122050005
122050000,48,1,122050006
122050000,25,0,122050007
122050000,24,1,122050008
122050000,18,1,122050009
122050000,15,0,122050010
122054100,39,1,122051105
122054100,17,0,122051106
122053100,39,0,122053102
122053100,15,0,122053103
122060000,55,1,122060001
122060000,49,0,122060002
122063100,29,1,122060003
122060000,26,1,122060004
122060000,23,0,122060005
122063200,42,0,122060007
122060009,23,0,122060009
122060000,20,1,122060010
122063200,18,0,122060011
122063200,16,0,122060012
122063100,24,0,122063103
122063200,16,1,122063205
122060009,29,1,122065102
122070000,54,1,122070001
122070000,51,0,122070002
122074100,33,1,122070003
122074200,28,1,122070004
122070000,19,0,122070005
122074100,28,0,122074102
122074200,26,0,122074202
122080000,56,1,122080001
122080000,52,0,122080002
122083100,34,0,122080003
122084100,31,1,122080004
122080005,25,0,122080005
122084100,28,0,122084104
122090000,50,1,122090001
122090000,45,0,122090002
122090003,29,1,122090003
122090004,24,0,122090004
122090000,20,1,122090005
122090003,26,0,122095102
122090004,29,1,122095201
122100000,62,1,122100001
122100000,54,0,122100002
122104100,37,0,122100003
122104200,36,1,122100004
122104300,33,0,122100005
122100006,31,0,122100006
122100000,23,1,122100007
122104100,43,1,122104101
122104200,28,0,122104202
122104300,38,1,122104301
122100006,32,1,122105101
122110000,50,0,122110003
122110000,30,1,122110004
122120000,41,0,122120002
122120000,44,1,122120003
122120004,22,1,122120004
122120000,17,0,122120005
122120004,21,0,122125102
122130000,69,0,122130002
122131100,44,0,122130003
122130000,40,0,122130004
122130000,38,1,122130005
122131100,47,1,122131101
122131100,20,0,122131103
122150000,56,1,122150001
122150000,53,0,122150002
122154100,35,0,122150003
122150004,33,0,122150004
122150000,31,1,122150005
122160000,61,0,122160002
122170000,55,1,122170001
122170000,52,0,122170002
122170000,33,0,122170003
122170000,29,1,122170004
122170000,25,1,122170005
122170000,17,0,122170006
122184200,62,0,122180002
122181100,42,0,122180003
122183100,40,0,122180004
122183200,34,1,122180006
122184100,32,1,122180007
122184200,30,0,122180008
122180000,28,0,122180009
122181100,48,1,122180011
122183100,43,1,122180013
122183100,19,1,122180015
122183200,27,0,122183205
122184100,30,0,122184102
